split,label,president_dir,filename,source_path,output_path,char_count
train,republican,Donald_J_Trump_(1st_Term),"July 24, 2020__executive-order-13938increasing-drug-importation-to-lower-prices-for-american-patients.txt","Donald_J_Trump_(1st_Term)/July 24, 2020__executive-order-13938increasing-drug-importation-to-lower-prices-for-american-patients.txt","train/republican/Donald_J_Trump_(1st_Term)/July 24, 2020__executive-order-13938increasing-drug-importation-to-lower-prices-for-american-patients.txt",2797
train,republican,Herbert_Hoover,"September 01, 1931__executive-order-5702withdrawal-of-public-lands-oregon.txt","Herbert_Hoover/September 01, 1931__executive-order-5702withdrawal-of-public-lands-oregon.txt","train/republican/Herbert_Hoover/September 01, 1931__executive-order-5702withdrawal-of-public-lands-oregon.txt",725
train,republican,Herbert_Hoover,"November 07, 1931__executive-order-5744power-site-restoration-no-465-colorado.txt","Herbert_Hoover/November 07, 1931__executive-order-5744power-site-restoration-no-465-colorado.txt","train/republican/Herbert_Hoover/November 07, 1931__executive-order-5744power-site-restoration-no-465-colorado.txt",257
train,republican,Herbert_Hoover,"April 23, 1931__executive-order-5609civil-service-status-for-former-employees-of-the-national-home-for-disabled-volunteer-soldiers-now-employees-of-the-vete.txt","Herbert_Hoover/April 23, 1931__executive-order-5609civil-service-status-for-former-employees-of-the-national-home-for-disabled-volunteer-soldiers-now-employees-of-the-vete.txt","train/republican/Herbert_Hoover/April 23, 1931__executive-order-5609civil-service-status-for-former-employees-of-the-national-home-for-disabled-volunteer-soldiers-now-employees-of-the-vete.txt",1463
train,republican,Donald_J_Trump_(1st_Term),"June 11, 2020__executive-order-13928blocking-property-of-certain-persons-associated-with-the-international-criminal-court.txt","Donald_J_Trump_(1st_Term)/June 11, 2020__executive-order-13928blocking-property-of-certain-persons-associated-with-the-international-criminal-court.txt","train/republican/Donald_J_Trump_(1st_Term)/June 11, 2020__executive-order-13928blocking-property-of-certain-persons-associated-with-the-international-criminal-court.txt",8140
train,republican,Richard_Nixon,"April 10, 1969__executive-order-11465inspection-of-income-excess-profits-estate-and-gift-tax-returns-by-the-committee-on-internal-security-house-of-represen.txt","Richard_Nixon/April 10, 1969__executive-order-11465inspection-of-income-excess-profits-estate-and-gift-tax-returns-by-the-committee-on-internal-security-house-of-represen.txt","train/republican/Richard_Nixon/April 10, 1969__executive-order-11465inspection-of-income-excess-profits-estate-and-gift-tax-returns-by-the-committee-on-internal-security-house-of-represen.txt",1116
train,republican,Donald_J_Trump_(2nd_Term),"March 21, 2025__executive-order-14244addressing-remedial-action-by-paul-weiss.txt","Donald_J_Trump_(2nd_Term)/March 21, 2025__executive-order-14244addressing-remedial-action-by-paul-weiss.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 21, 2025__executive-order-14244addressing-remedial-action-by-paul-weiss.txt",2461
train,republican,Herbert_Hoover,"July 22, 1930__executive-order-5399authorizing-the-appointment-of-mrs-bell-scarburgh-joynes.txt","Herbert_Hoover/July 22, 1930__executive-order-5399authorizing-the-appointment-of-mrs-bell-scarburgh-joynes.txt","train/republican/Herbert_Hoover/July 22, 1930__executive-order-5399authorizing-the-appointment-of-mrs-bell-scarburgh-joynes.txt",502
train,republican,Gerald_R_Ford,"October 25, 1976__executive-order-11945physical-fitness-and-sports.txt","Gerald_R_Ford/October 25, 1976__executive-order-11945physical-fitness-and-sports.txt","train/republican/Gerald_R_Ford/October 25, 1976__executive-order-11945physical-fitness-and-sports.txt",2519
train,republican,George_W_Bush,"July 23, 2004__executive-order-13349amending-executive-order-13226-to-designate-the-presidents-council-of-advisors-on-science-and-technology-to-serve-as-th.txt","George_W_Bush/July 23, 2004__executive-order-13349amending-executive-order-13226-to-designate-the-presidents-council-of-advisors-on-science-and-technology-to-serve-as-th.txt","train/republican/George_W_Bush/July 23, 2004__executive-order-13349amending-executive-order-13226-to-designate-the-presidents-council-of-advisors-on-science-and-technology-to-serve-as-th.txt",372
train,republican,Gerald_R_Ford,"November 27, 1974__executive-order-11820international-council-on-archives-bicentennial-year-meeting.txt","Gerald_R_Ford/November 27, 1974__executive-order-11820international-council-on-archives-bicentennial-year-meeting.txt","train/republican/Gerald_R_Ford/November 27, 1974__executive-order-11820international-council-on-archives-bicentennial-year-meeting.txt",816
train,republican,Theodore_Roosevelt,"July 13, 1903__executive-order.txt","Theodore_Roosevelt/July 13, 1903__executive-order.txt","train/republican/Theodore_Roosevelt/July 13, 1903__executive-order.txt",2986
train,republican,Donald_J_Trump_(1st_Term),"October 03, 2020__executive-order-13954saving-lives-through-increased-support-for-mental-and-behavioral-health-needs.txt","Donald_J_Trump_(1st_Term)/October 03, 2020__executive-order-13954saving-lives-through-increased-support-for-mental-and-behavioral-health-needs.txt","train/republican/Donald_J_Trump_(1st_Term)/October 03, 2020__executive-order-13954saving-lives-through-increased-support-for-mental-and-behavioral-health-needs.txt",7158
train,republican,Gerald_R_Ford,"November 24, 1975__executive-order-11888implementing-the-generalized-system-of-preferences.txt","Gerald_R_Ford/November 24, 1975__executive-order-11888implementing-the-generalized-system-of-preferences.txt","train/republican/Gerald_R_Ford/November 24, 1975__executive-order-11888implementing-the-generalized-system-of-preferences.txt",5362
train,republican,Dwight_D_Eisenhower,"January 23, 1959__executive-order-10802establishing-the-committee-on-government-activities-affecting-prices-and-costs.txt","Dwight_D_Eisenhower/January 23, 1959__executive-order-10802establishing-the-committee-on-government-activities-affecting-prices-and-costs.txt","train/republican/Dwight_D_Eisenhower/January 23, 1959__executive-order-10802establishing-the-committee-on-government-activities-affecting-prices-and-costs.txt",2960
train,republican,Herbert_Hoover,"June 30, 1932__executive-order-5874temporary-exemption-of-persons-from-compulsory-retirement-for-age-in-order-to-afford-time-for-filling-vacancies.txt","Herbert_Hoover/June 30, 1932__executive-order-5874temporary-exemption-of-persons-from-compulsory-retirement-for-age-in-order-to-afford-time-for-filling-vacancies.txt","train/republican/Herbert_Hoover/June 30, 1932__executive-order-5874temporary-exemption-of-persons-from-compulsory-retirement-for-age-in-order-to-afford-time-for-filling-vacancies.txt",767
train,republican,Gerald_R_Ford,"April 17, 1975__executive-order-11853amending-executive-order-no-11829-relating-to-the-hopi-navajo-land-settlement-interagency-committee.txt","Gerald_R_Ford/April 17, 1975__executive-order-11853amending-executive-order-no-11829-relating-to-the-hopi-navajo-land-settlement-interagency-committee.txt","train/republican/Gerald_R_Ford/April 17, 1975__executive-order-11853amending-executive-order-no-11829-relating-to-the-hopi-navajo-land-settlement-interagency-committee.txt",1105
train,republican,Donald_J_Trump_(2nd_Term),"March 06, 2025__executive-order-14233establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile.txt","Donald_J_Trump_(2nd_Term)/March 06, 2025__executive-order-14233establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 06, 2025__executive-order-14233establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile.txt",6771
train,republican,Herbert_Hoover,"March 30, 1931__executive-order-5586withdrawal-of-public-lands-for-classification-north-dakota.txt","Herbert_Hoover/March 30, 1931__executive-order-5586withdrawal-of-public-lands-for-classification-north-dakota.txt","train/republican/Herbert_Hoover/March 30, 1931__executive-order-5586withdrawal-of-public-lands-for-classification-north-dakota.txt",328
train,republican,Gerald_R_Ford,"January 13, 1977__executive-order-11957designation-of-certain-officers-to-act-as-secretary-of-agriculture.txt","Gerald_R_Ford/January 13, 1977__executive-order-11957designation-of-certain-officers-to-act-as-secretary-of-agriculture.txt","train/republican/Gerald_R_Ford/January 13, 1977__executive-order-11957designation-of-certain-officers-to-act-as-secretary-of-agriculture.txt",936
train,republican,Richard_Nixon,"December 20, 1973__executive-order-11753establishing-the-presidents-export-council-and-for-other-purposes.txt","Richard_Nixon/December 20, 1973__executive-order-11753establishing-the-presidents-export-council-and-for-other-purposes.txt","train/republican/Richard_Nixon/December 20, 1973__executive-order-11753establishing-the-presidents-export-council-and-for-other-purposes.txt",4217
train,republican,Ulysses_S_Grant,"February 12, 1874__executive-orderestablishment-of-pah-ute-reservation.txt","Ulysses_S_Grant/February 12, 1874__executive-orderestablishment-of-pah-ute-reservation.txt","train/republican/Ulysses_S_Grant/February 12, 1874__executive-orderestablishment-of-pah-ute-reservation.txt",994
train,republican,Dwight_D_Eisenhower,"November 05, 1954__executive-order-10574amendment-of-executive-order-no-10480-providing-for-the-administration-of-the-defense-mobilization-program.txt","Dwight_D_Eisenhower/November 05, 1954__executive-order-10574amendment-of-executive-order-no-10480-providing-for-the-administration-of-the-defense-mobilization-program.txt","train/republican/Dwight_D_Eisenhower/November 05, 1954__executive-order-10574amendment-of-executive-order-no-10480-providing-for-the-administration-of-the-defense-mobilization-program.txt",2153
train,republican,William_Howard_Taft,"February 16, 1911__executive-order-1300authorizing-sales-of-liquor-on-lands-ceded-by-red-lake-and-pembina-bands-of-chippewa-indians.txt","William_Howard_Taft/February 16, 1911__executive-order-1300authorizing-sales-of-liquor-on-lands-ceded-by-red-lake-and-pembina-bands-of-chippewa-indians.txt","train/republican/William_Howard_Taft/February 16, 1911__executive-order-1300authorizing-sales-of-liquor-on-lands-ceded-by-red-lake-and-pembina-bands-of-chippewa-indians.txt",604
train,republican,Herbert_Hoover,"August 20, 1930__executive-order-5427waiver-or-reduction-of-application-and-visa-fees-for-nonimmigrants.txt","Herbert_Hoover/August 20, 1930__executive-order-5427waiver-or-reduction-of-application-and-visa-fees-for-nonimmigrants.txt","train/republican/Herbert_Hoover/August 20, 1930__executive-order-5427waiver-or-reduction-of-application-and-visa-fees-for-nonimmigrants.txt",2312
train,republican,George_W_Bush,"February 28, 2003__executive-order-13286amendment-of-executive-orders-and-other-actions-in-connection-with-the-transfer-of-certain-functions-to-the-secretary-o.txt","George_W_Bush/February 28, 2003__executive-order-13286amendment-of-executive-orders-and-other-actions-in-connection-with-the-transfer-of-certain-functions-to-the-secretary-o.txt","train/republican/George_W_Bush/February 28, 2003__executive-order-13286amendment-of-executive-orders-and-other-actions-in-connection-with-the-transfer-of-certain-functions-to-the-secretary-o.txt",49489
train,republican,Dwight_D_Eisenhower,"February 20, 1960__executive-order-10865safeguarding-classified-information-within-industry.txt","Dwight_D_Eisenhower/February 20, 1960__executive-order-10865safeguarding-classified-information-within-industry.txt","train/republican/Dwight_D_Eisenhower/February 20, 1960__executive-order-10865safeguarding-classified-information-within-industry.txt",10863
train,republican,Theodore_Roosevelt,"March 26, 1902__executive-order.txt","Theodore_Roosevelt/March 26, 1902__executive-order.txt","train/republican/Theodore_Roosevelt/March 26, 1902__executive-order.txt",384
train,republican,George_W_Bush,"October 20, 2007__executive-order-13449protection-of-striped-bass-and-red-drum-fish-populations.txt","George_W_Bush/October 20, 2007__executive-order-13449protection-of-striped-bass-and-red-drum-fish-populations.txt","train/republican/George_W_Bush/October 20, 2007__executive-order-13449protection-of-striped-bass-and-red-drum-fish-populations.txt",3251
train,republican,Donald_J_Trump_(1st_Term),"December 14, 2020__executive-order-13966increasing-economic-and-geographic-mobility.txt","Donald_J_Trump_(1st_Term)/December 14, 2020__executive-order-13966increasing-economic-and-geographic-mobility.txt","train/republican/Donald_J_Trump_(1st_Term)/December 14, 2020__executive-order-13966increasing-economic-and-geographic-mobility.txt",12001
train,republican,Richard_Nixon,"February 28, 1973__executive-order-11704further-exempting-a-everett-macintyre-from-compulsory-retirement-for-age.txt","Richard_Nixon/February 28, 1973__executive-order-11704further-exempting-a-everett-macintyre-from-compulsory-retirement-for-age.txt","train/republican/Richard_Nixon/February 28, 1973__executive-order-11704further-exempting-a-everett-macintyre-from-compulsory-retirement-for-age.txt",600
train,republican,Gerald_R_Ford,"July 26, 1976__executive-order-11929incentive-pay-for-enlisted-members-of-the-uniformed-services-who-are-involuntarily-removed-from-aerial-flight-duties.txt","Gerald_R_Ford/July 26, 1976__executive-order-11929incentive-pay-for-enlisted-members-of-the-uniformed-services-who-are-involuntarily-removed-from-aerial-flight-duties.txt","train/republican/Gerald_R_Ford/July 26, 1976__executive-order-11929incentive-pay-for-enlisted-members-of-the-uniformed-services-who-are-involuntarily-removed-from-aerial-flight-duties.txt",1047
train,republican,Herbert_Hoover,"December 23, 1932__executive-order-5983partial-revocation-of-withdrawal-of-public-lands-california.txt","Herbert_Hoover/December 23, 1932__executive-order-5983partial-revocation-of-withdrawal-of-public-lands-california.txt","train/republican/Herbert_Hoover/December 23, 1932__executive-order-5983partial-revocation-of-withdrawal-of-public-lands-california.txt",489
train,republican,Ulysses_S_Grant,"October 19, 1869__executive-order.txt","Ulysses_S_Grant/October 19, 1869__executive-order.txt","train/republican/Ulysses_S_Grant/October 19, 1869__executive-order.txt",474
train,republican,Chester_A_Arthur,"March 26, 1883__executive-order.txt","Chester_A_Arthur/March 26, 1883__executive-order.txt","train/republican/Chester_A_Arthur/March 26, 1883__executive-order.txt",1135
train,republican,Herbert_Hoover,"July 29, 1929__executive-order-5167authorizing-the-appointment-of-robert-f-kerkam-without-regard-to-civil-service-rules.txt","Herbert_Hoover/July 29, 1929__executive-order-5167authorizing-the-appointment-of-robert-f-kerkam-without-regard-to-civil-service-rules.txt","train/republican/Herbert_Hoover/July 29, 1929__executive-order-5167authorizing-the-appointment-of-robert-f-kerkam-without-regard-to-civil-service-rules.txt",417
train,republican,Donald_J_Trump_(1st_Term),"March 27, 2017__executive-order-13782revocation-of-federal-contracting-executive-orders.txt","Donald_J_Trump_(1st_Term)/March 27, 2017__executive-order-13782revocation-of-federal-contracting-executive-orders.txt","train/republican/Donald_J_Trump_(1st_Term)/March 27, 2017__executive-order-13782revocation-of-federal-contracting-executive-orders.txt",1279
train,republican,William_Howard_Taft,"September 07, 1912__executive-order-1603reserving-lands-in-california-pending-investigation-as-to-suitableness-for-paiute-or-other-indian-use.txt","William_Howard_Taft/September 07, 1912__executive-order-1603reserving-lands-in-california-pending-investigation-as-to-suitableness-for-paiute-or-other-indian-use.txt","train/republican/William_Howard_Taft/September 07, 1912__executive-order-1603reserving-lands-in-california-pending-investigation-as-to-suitableness-for-paiute-or-other-indian-use.txt",760
train,republican,Ulysses_S_Grant,"October 11, 1872__executive-order.txt","Ulysses_S_Grant/October 11, 1872__executive-order.txt","train/republican/Ulysses_S_Grant/October 11, 1872__executive-order.txt",796
train,republican,Abraham_Lincoln,"March 15, 1862__executive-order.txt","Abraham_Lincoln/March 15, 1862__executive-order.txt","train/republican/Abraham_Lincoln/March 15, 1862__executive-order.txt",1122
train,republican,George_Bush,"January 21, 1991__executive-order-12744designation-of-arabian-peninsula-areas-airspace-and-adjacent-waters-as-a-combat-zone.txt","George_Bush/January 21, 1991__executive-order-12744designation-of-arabian-peninsula-areas-airspace-and-adjacent-waters-as-a-combat-zone.txt","train/republican/George_Bush/January 21, 1991__executive-order-12744designation-of-arabian-peninsula-areas-airspace-and-adjacent-waters-as-a-combat-zone.txt",437
train,republican,Calvin_Coolidge,"February 04, 1929__executive-order-5039general-joe-wheeler-dam.txt","Calvin_Coolidge/February 04, 1929__executive-order-5039general-joe-wheeler-dam.txt","train/republican/Calvin_Coolidge/February 04, 1929__executive-order-5039general-joe-wheeler-dam.txt",193
train,republican,Donald_J_Trump_(2nd_Term),"November 04, 2025__executive-order-14357modifying-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china.txt","Donald_J_Trump_(2nd_Term)/November 04, 2025__executive-order-14357modifying-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china.txt","train/republican/Donald_J_Trump_(2nd_Term)/November 04, 2025__executive-order-14357modifying-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china.txt",6556
train,republican,Herbert_Hoover,"January 22, 1930__executive-order-5263authorizing-the-alien-property-custodian-to-sell-at-private-sale-certain-shares-of-stock-of-the-united-states-metals-ref.txt","Herbert_Hoover/January 22, 1930__executive-order-5263authorizing-the-alien-property-custodian-to-sell-at-private-sale-certain-shares-of-stock-of-the-united-states-metals-ref.txt","train/republican/Herbert_Hoover/January 22, 1930__executive-order-5263authorizing-the-alien-property-custodian-to-sell-at-private-sale-certain-shares-of-stock-of-the-united-states-metals-ref.txt",2356
train,republican,Herbert_Hoover,"August 24, 1932__executive-order-5911exemption-of-john-w-ginder-from-compulsory-retirement-for-age.txt","Herbert_Hoover/August 24, 1932__executive-order-5911exemption-of-john-w-ginder-from-compulsory-retirement-for-age.txt","train/republican/Herbert_Hoover/August 24, 1932__executive-order-5911exemption-of-john-w-ginder-from-compulsory-retirement-for-age.txt",528
train,republican,Herbert_Hoover,"August 04, 1930__executive-order-5415extension-of-trust-period-on-allotments-of-kickapoo-indians-kansas.txt","Herbert_Hoover/August 04, 1930__executive-order-5415extension-of-trust-period-on-allotments-of-kickapoo-indians-kansas.txt","train/republican/Herbert_Hoover/August 04, 1930__executive-order-5415extension-of-trust-period-on-allotments-of-kickapoo-indians-kansas.txt",432
train,republican,Ulysses_S_Grant,"April 09, 1874__executive-orderhot-springs-reserve-boundaries.txt","Ulysses_S_Grant/April 09, 1874__executive-orderhot-springs-reserve-boundaries.txt","train/republican/Ulysses_S_Grant/April 09, 1874__executive-orderhot-springs-reserve-boundaries.txt",614
train,republican,Chester_A_Arthur,"May 19, 1882__executive-ordercanceling-mescalero-apaches-land.txt","Chester_A_Arthur/May 19, 1882__executive-ordercanceling-mescalero-apaches-land.txt","train/republican/Chester_A_Arthur/May 19, 1882__executive-ordercanceling-mescalero-apaches-land.txt",1599
train,republican,Abraham_Lincoln,"December 21, 1863__executive-order.txt","Abraham_Lincoln/December 21, 1863__executive-order.txt","train/republican/Abraham_Lincoln/December 21, 1863__executive-order.txt",799
train,republican,Donald_J_Trump_(2nd_Term),"February 07, 2025__executive-order-14205establishment-of-the-white-house-faith-office.txt","Donald_J_Trump_(2nd_Term)/February 07, 2025__executive-order-14205establishment-of-the-white-house-faith-office.txt","train/republican/Donald_J_Trump_(2nd_Term)/February 07, 2025__executive-order-14205establishment-of-the-white-house-faith-office.txt",8819
train,republican,Dwight_D_Eisenhower,"May 09, 1956__executive-order-10667amendment-of-executive-order-no-10629-authorizing-enlistments-in-the-ready-reserve-of-the-army-reserve-and-marine-corps.txt","Dwight_D_Eisenhower/May 09, 1956__executive-order-10667amendment-of-executive-order-no-10629-authorizing-enlistments-in-the-ready-reserve-of-the-army-reserve-and-marine-corps.txt","train/republican/Dwight_D_Eisenhower/May 09, 1956__executive-order-10667amendment-of-executive-order-no-10629-authorizing-enlistments-in-the-ready-reserve-of-the-army-reserve-and-marine-corps.txt",1187
train,republican,Donald_J_Trump_(1st_Term),"February 13, 2020__executive-order-13906amending-executive-order-13803reviving-the-national-space-council.txt","Donald_J_Trump_(1st_Term)/February 13, 2020__executive-order-13906amending-executive-order-13803reviving-the-national-space-council.txt","train/republican/Donald_J_Trump_(1st_Term)/February 13, 2020__executive-order-13906amending-executive-order-13803reviving-the-national-space-council.txt",2043
train,republican,William_McKinley,"March 25, 1901__executive-order.txt","William_McKinley/March 25, 1901__executive-order.txt","train/republican/William_McKinley/March 25, 1901__executive-order.txt",183
train,republican,Donald_J_Trump_(1st_Term),"September 29, 2017__executive-order-13812revocation-of-executive-order-creating-labor-management-forums.txt","Donald_J_Trump_(1st_Term)/September 29, 2017__executive-order-13812revocation-of-executive-order-creating-labor-management-forums.txt","train/republican/Donald_J_Trump_(1st_Term)/September 29, 2017__executive-order-13812revocation-of-executive-order-creating-labor-management-forums.txt",2082
train,republican,Gerald_R_Ford,"June 10, 1976__executive-order-11920establishing-executive-branch-procedures-solely-for-the-purpose-of-facilitating-presidential-review-of-decisions-submit.txt","Gerald_R_Ford/June 10, 1976__executive-order-11920establishing-executive-branch-procedures-solely-for-the-purpose-of-facilitating-presidential-review-of-decisions-submit.txt","train/republican/Gerald_R_Ford/June 10, 1976__executive-order-11920establishing-executive-branch-procedures-solely-for-the-purpose-of-facilitating-presidential-review-of-decisions-submit.txt",6891
train,republican,Dwight_D_Eisenhower,"May 07, 1955__executive-order-10609delegating-to-the-secretary-of-state-authority-to-appoint-alternate-united-states-commissioners-to-the-caribbean-commis.txt","Dwight_D_Eisenhower/May 07, 1955__executive-order-10609delegating-to-the-secretary-of-state-authority-to-appoint-alternate-united-states-commissioners-to-the-caribbean-commis.txt","train/republican/Dwight_D_Eisenhower/May 07, 1955__executive-order-10609delegating-to-the-secretary-of-state-authority-to-appoint-alternate-united-states-commissioners-to-the-caribbean-commis.txt",725
train,republican,Gerald_R_Ford,"January 03, 1976__executive-order-11894adding-to-the-membership-of-the-east-west-foreign-trade-board.txt","Gerald_R_Ford/January 03, 1976__executive-order-11894adding-to-the-membership-of-the-east-west-foreign-trade-board.txt","train/republican/Gerald_R_Ford/January 03, 1976__executive-order-11894adding-to-the-membership-of-the-east-west-foreign-trade-board.txt",917
train,republican,Richard_Nixon,"February 20, 1974__executive-order-11768placing-certain-positions-in-levels-iv-and-v-of-the-executive-schedule.txt","Richard_Nixon/February 20, 1974__executive-order-11768placing-certain-positions-in-levels-iv-and-v-of-the-executive-schedule.txt","train/republican/Richard_Nixon/February 20, 1974__executive-order-11768placing-certain-positions-in-levels-iv-and-v-of-the-executive-schedule.txt",2698
train,republican,George_W_Bush,"March 03, 2003__executive-order-13287preserve-america.txt","George_W_Bush/March 03, 2003__executive-order-13287preserve-america.txt","train/republican/George_W_Bush/March 03, 2003__executive-order-13287preserve-america.txt",10383
train,republican,Donald_J_Trump_(1st_Term),"March 19, 2018__executive-order-13827taking-additional-steps-to-address-the-situation-in-venezuela.txt","Donald_J_Trump_(1st_Term)/March 19, 2018__executive-order-13827taking-additional-steps-to-address-the-situation-in-venezuela.txt","train/republican/Donald_J_Trump_(1st_Term)/March 19, 2018__executive-order-13827taking-additional-steps-to-address-the-situation-in-venezuela.txt",3350
train,republican,Donald_J_Trump_(1st_Term),"December 20, 2017__executive-order-13817a-federal-strategy-to-ensure-secure-and-reliable-supplies-of-critical-minerals.txt","Donald_J_Trump_(1st_Term)/December 20, 2017__executive-order-13817a-federal-strategy-to-ensure-secure-and-reliable-supplies-of-critical-minerals.txt","train/republican/Donald_J_Trump_(1st_Term)/December 20, 2017__executive-order-13817a-federal-strategy-to-ensure-secure-and-reliable-supplies-of-critical-minerals.txt",6317
train,republican,Warren_G_Harding,"December 19, 1921__executive-order-3594transfer-of-certain-historical-papers-from-the-department-of-state-to-the-library-of-congress.txt","Warren_G_Harding/December 19, 1921__executive-order-3594transfer-of-certain-historical-papers-from-the-department-of-state-to-the-library-of-congress.txt","train/republican/Warren_G_Harding/December 19, 1921__executive-order-3594transfer-of-certain-historical-papers-from-the-department-of-state-to-the-library-of-congress.txt",6281
train,republican,Herbert_Hoover,"May 02, 1930__executive-order-5341withdrawal-of-public-lands-for-resurvey.txt","Herbert_Hoover/May 02, 1930__executive-order-5341withdrawal-of-public-lands-for-resurvey.txt","train/republican/Herbert_Hoover/May 02, 1930__executive-order-5341withdrawal-of-public-lands-for-resurvey.txt",671
train,republican,Ronald_Reagan,"December 06, 1984__executive-order-12494hazardous-duty-pay.txt","Ronald_Reagan/December 06, 1984__executive-order-12494hazardous-duty-pay.txt","train/republican/Ronald_Reagan/December 06, 1984__executive-order-12494hazardous-duty-pay.txt",1233
train,republican,Richard_Nixon,"December 22, 1971__executive-order-11637adjusting-rates-of-pay-for-certain-statutory-pay-systems.txt","Richard_Nixon/December 22, 1971__executive-order-11637adjusting-rates-of-pay-for-certain-statutory-pay-systems.txt","train/republican/Richard_Nixon/December 22, 1971__executive-order-11637adjusting-rates-of-pay-for-certain-statutory-pay-systems.txt",2694
train,republican,Herbert_Hoover,"December 23, 1929__executive-order-5247retention-of-edwin-v-morgan-in-the-foreign-service.txt","Herbert_Hoover/December 23, 1929__executive-order-5247retention-of-edwin-v-morgan-in-the-foreign-service.txt","train/republican/Herbert_Hoover/December 23, 1929__executive-order-5247retention-of-edwin-v-morgan-in-the-foreign-service.txt",438
train,republican,Donald_J_Trump_(2nd_Term),"March 14, 2025__executive-order-14238continuing-the-reduction-of-the-federal-bureaucracy.txt","Donald_J_Trump_(2nd_Term)/March 14, 2025__executive-order-14238continuing-the-reduction-of-the-federal-bureaucracy.txt","train/republican/Donald_J_Trump_(2nd_Term)/March 14, 2025__executive-order-14238continuing-the-reduction-of-the-federal-bureaucracy.txt",2615
train,republican,Herbert_Hoover,"February 18, 1933__executive-order-6037authorizing-the-appointment-of-miss-alice-mummenhoff.txt","Herbert_Hoover/February 18, 1933__executive-order-6037authorizing-the-appointment-of-miss-alice-mummenhoff.txt","train/republican/Herbert_Hoover/February 18, 1933__executive-order-6037authorizing-the-appointment-of-miss-alice-mummenhoff.txt",312
train,republican,Herbert_Hoover,"August 28, 1929__executive-order-5178restoring-certain-reserved-lands-pending-resurvey-and-opening-such-lands-to-entry-new-mexico.txt","Herbert_Hoover/August 28, 1929__executive-order-5178restoring-certain-reserved-lands-pending-resurvey-and-opening-such-lands-to-entry-new-mexico.txt","train/republican/Herbert_Hoover/August 28, 1929__executive-order-5178restoring-certain-reserved-lands-pending-resurvey-and-opening-such-lands-to-entry-new-mexico.txt",1109
train,republican,Dwight_D_Eisenhower,"August 18, 1954__executive-order-10553amending-executive-order-no-10539-with-respect-to-the-administration-of-the-abaca-production-act-of-1950.txt","Dwight_D_Eisenhower/August 18, 1954__executive-order-10553amending-executive-order-no-10539-with-respect-to-the-administration-of-the-abaca-production-act-of-1950.txt","train/republican/Dwight_D_Eisenhower/August 18, 1954__executive-order-10553amending-executive-order-no-10539-with-respect-to-the-administration-of-the-abaca-production-act-of-1950.txt",959
train,republican,Richard_Nixon,"December 15, 1973__executive-order-11751authorizing-the-secretary-of-transportation-to-grant-exemptions-from-daylight-saving-time-and-realignments-of-time-zone.txt","Richard_Nixon/December 15, 1973__executive-order-11751authorizing-the-secretary-of-transportation-to-grant-exemptions-from-daylight-saving-time-and-realignments-of-time-zone.txt","train/republican/Richard_Nixon/December 15, 1973__executive-order-11751authorizing-the-secretary-of-transportation-to-grant-exemptions-from-daylight-saving-time-and-realignments-of-time-zone.txt",1572
train,republican,Ronald_Reagan,"March 22, 1984__executive-order-12468presidential-advisory-council-on-the-peace-corps.txt","Ronald_Reagan/March 22, 1984__executive-order-12468presidential-advisory-council-on-the-peace-corps.txt","train/republican/Ronald_Reagan/March 22, 1984__executive-order-12468presidential-advisory-council-on-the-peace-corps.txt",2151
train,republican,William_McKinley,"March 07, 1900__executive-order.txt","William_McKinley/March 07, 1900__executive-order.txt","train/republican/William_McKinley/March 07, 1900__executive-order.txt",776
train,republican,Richard_Nixon,"April 01, 1971__executive-order-11589delegating-to-the-office-of-personnel-management-certain-authorities-of-the-president-under-the-intergovernmental-perso.txt","Richard_Nixon/April 01, 1971__executive-order-11589delegating-to-the-office-of-personnel-management-certain-authorities-of-the-president-under-the-intergovernmental-perso.txt","train/republican/Richard_Nixon/April 01, 1971__executive-order-11589delegating-to-the-office-of-personnel-management-certain-authorities-of-the-president-under-the-intergovernmental-perso.txt",890
train,republican,George_W_Bush,"February 17, 2001__executive-order-13204revocation-of-executive-order-on-nondisplacement-of-qualified-workers-under-certain-contracts.txt","George_W_Bush/February 17, 2001__executive-order-13204revocation-of-executive-order-on-nondisplacement-of-qualified-workers-under-certain-contracts.txt","train/republican/George_W_Bush/February 17, 2001__executive-order-13204revocation-of-executive-order-on-nondisplacement-of-qualified-workers-under-certain-contracts.txt",708
